message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.148639])";"30";"turtlesim1.turtle2";"1696844092.129960293";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.334106])";"30";"turtlesim1.turtle1";"1696844092.117059335";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.119914])";"30";"turtlesim1.turtle3";"1696844092.113968727";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.119914])";"30";"turtlesim1.turtle2";"1696844092.113933916";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.304945])";"30";"turtlesim1.turtle1";"1696844092.100978175";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.091189])";"30";"turtlesim1.turtle2";"1696844092.098032367";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.091189])";"30";"turtlesim1.turtle3";"1696844092.098016557";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.275784])";"30";"turtlesim1.turtle1";"1696844092.085249565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.062464])";"30";"turtlesim1.turtle3";"1696844092.082082156";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.062464])";"30";"turtlesim1.turtle2";"1696844092.081866715";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.246622])";"30";"turtlesim1.turtle1";"1696844092.069607240";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.033739])";"30";"turtlesim1.turtle3";"1696844092.065992439";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.033739])";"30";"turtlesim1.turtle2";"1696844092.066036263";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.217461])";"30";"turtlesim1.turtle1";"1696844092.052968408";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.188300])";"30";"turtlesim1.turtle1";"1696844092.037191877";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.976290])";"30";"turtlesim1.turtle3";"1696844092.033671897";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.976290])";"30";"turtlesim1.turtle2";"1696844092.033671977";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.159139])";"30";"turtlesim1.turtle1";"1696844092.021427830";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.947565])";"30";"turtlesim1.turtle3";"1696844092.017962729";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.947565])";"30";"turtlesim1.turtle2";"1696844092.017975058";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.129977])";"30";"turtlesim1.turtle1";"1696844092.004791112";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.918840])";"30";"turtlesim1.turtle2";"1696844092.002296352";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.918840])";"30";"turtlesim1.turtle3";"1696844092.002323179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.100816])";"30";"turtlesim1.turtle1";"1696844091.989153480";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.890116])";"30";"turtlesim1.turtle3";"1696844091.985644847";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.890116])";"30";"turtlesim1.turtle2";"1696844091.985564924";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.071655])";"30";"turtlesim1.turtle1";"1696844091.973468059";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.861391])";"30";"turtlesim1.turtle2";"1696844091.969777018";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.861391])";"30";"turtlesim1.turtle3";"1696844091.969678606";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.042493])";"30";"turtlesim1.turtle1";"1696844091.957665979";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.832666])";"30";"turtlesim1.turtle3";"1696844091.953940342";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.832666])";"30";"turtlesim1.turtle2";"1696844091.953778229";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.013332])";"30";"turtlesim1.turtle1";"1696844091.941804967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.803941])";"30";"turtlesim1.turtle3";"1696844091.938274848";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.803941])";"30";"turtlesim1.turtle2";"1696844091.938229031";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.984171])";"30";"turtlesim1.turtle1";"1696844091.924984153";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.775216])";"30";"turtlesim1.turtle3";"1696844091.921692513";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.775216])";"30";"turtlesim1.turtle2";"1696844091.921692022";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.955009])";"30";"turtlesim1.turtle1";"1696844091.908917871";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.746492])";"30";"turtlesim1.turtle2";"1696844091.905966618";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.746492])";"30";"turtlesim1.turtle3";"1696844091.905903448";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.925848])";"30";"turtlesim1.turtle1";"1696844091.893634744";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.717767])";"30";"turtlesim1.turtle2";"1696844091.890076812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.717767])";"30";"turtlesim1.turtle3";"1696844091.890078876";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.896687])";"30";"turtlesim1.turtle1";"1696844091.877451120";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.689042])";"30";"turtlesim1.turtle3";"1696844091.874236330";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.689042])";"30";"turtlesim1.turtle2";"1696844091.874061437";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.867526])";"30";"turtlesim1.turtle1";"1696844091.861477644";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.660317])";"30";"turtlesim1.turtle3";"1696844091.858208531";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.660317])";"30";"turtlesim1.turtle2";"1696844091.858025187";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.838364])";"30";"turtlesim1.turtle1";"1696844091.845397966";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.631592])";"30";"turtlesim1.turtle2";"1696844091.842105899";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.631592])";"30";"turtlesim1.turtle3";"1696844091.841993164";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.809203])";"30";"turtlesim1.turtle1";"1696844091.829257713";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.602868])";"30";"turtlesim1.turtle2";"1696844091.825893108";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.602868])";"30";"turtlesim1.turtle3";"1696844091.825961363";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.780042])";"30";"turtlesim1.turtle1";"1696844091.813186480";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.574143])";"30";"turtlesim1.turtle3";"1696844091.810161743";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.574143])";"30";"turtlesim1.turtle2";"1696844091.810025363";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.750880])";"30";"turtlesim1.turtle1";"1696844091.797190912";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.545418])";"30";"turtlesim1.turtle3";"1696844091.794312384";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.545418])";"30";"turtlesim1.turtle2";"1696844091.793972792";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.721719])";"30";"turtlesim1.turtle1";"1696844091.780963550";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.516693])";"30";"turtlesim1.turtle3";"1696844091.778420684";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.516693])";"30";"turtlesim1.turtle2";"1696844091.778031824";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.692558])";"30";"turtlesim1.turtle1";"1696844091.765067025";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.487968])";"30";"turtlesim1.turtle2";"1696844091.762462888";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.487968])";"30";"turtlesim1.turtle3";"1696844091.761525204";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.663397])";"30";"turtlesim1.turtle1";"1696844091.749401416";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.459244])";"30";"turtlesim1.turtle3";"1696844091.746436396";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.459244])";"30";"turtlesim1.turtle2";"1696844091.745500019";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.634235])";"30";"turtlesim1.turtle1";"1696844091.733766193";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.430519])";"30";"turtlesim1.turtle2";"1696844091.729885807";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.430519])";"30";"turtlesim1.turtle3";"1696844091.729472881";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.605074])";"30";"turtlesim1.turtle1";"1696844091.717214246";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.401794])";"30";"turtlesim1.turtle2";"1696844091.714234675";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.401794])";"30";"turtlesim1.turtle3";"1696844091.713772575";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.575913])";"30";"turtlesim1.turtle1";"1696844091.701339799";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.373069])";"30";"turtlesim1.turtle2";"1696844091.698152733";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.373069])";"30";"turtlesim1.turtle3";"1696844091.697716342";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.546751])";"30";"turtlesim1.turtle1";"1696844091.685180490";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.344344])";"30";"turtlesim1.turtle2";"1696844091.682407442";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.344344])";"30";"turtlesim1.turtle3";"1696844091.681483874";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.517590])";"30";"turtlesim1.turtle1";"1696844091.669651350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.315620])";"30";"turtlesim1.turtle2";"1696844091.666478301";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.315620])";"30";"turtlesim1.turtle3";"1696844091.665666516";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.488429])";"30";"turtlesim1.turtle1";"1696844091.652956151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.286895])";"30";"turtlesim1.turtle2";"1696844091.649960098";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.286895])";"30";"turtlesim1.turtle3";"1696844091.649969005";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.459267])";"30";"turtlesim1.turtle1";"1696844091.637110368";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.258170])";"30";"turtlesim1.turtle3";"1696844091.634327150";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.258170])";"30";"turtlesim1.turtle2";"1696844091.634196622";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.430106])";"30";"turtlesim1.turtle1";"1696844091.621349282";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.229445])";"30";"turtlesim1.turtle2";"1696844091.618422926";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.229445])";"30";"turtlesim1.turtle3";"1696844091.617644474";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.400945])";"30";"turtlesim1.turtle1";"1696844091.605494738";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.200720])";"30";"turtlesim1.turtle3";"1696844091.602386131";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.200720])";"30";"turtlesim1.turtle2";"1696844091.601619932";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.371784])";"30";"turtlesim1.turtle1";"1696844091.589401585";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.171996])";"30";"turtlesim1.turtle3";"1696844091.586253763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.171996])";"30";"turtlesim1.turtle2";"1696844091.585605289";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.342622])";"30";"turtlesim1.turtle1";"1696844091.573337481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.143271])";"30";"turtlesim1.turtle3";"1696844091.569790655";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.143271])";"30";"turtlesim1.turtle2";"1696844091.569764095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.313461])";"30";"turtlesim1.turtle1";"1696844091.557622874";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.114546])";"30";"turtlesim1.turtle3";"1696844091.553832949";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.114546])";"30";"turtlesim1.turtle2";"1696844091.553833150";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.284300])";"30";"turtlesim1.turtle1";"1696844091.541715528";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.085821])";"30";"turtlesim1.turtle2";"1696844091.538058152";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.085821])";"30";"turtlesim1.turtle3";"1696844091.538104289";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.255138])";"30";"turtlesim1.turtle1";"1696844091.525724434";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.057097])";"30";"turtlesim1.turtle3";"1696844091.522288885";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.057097])";"30";"turtlesim1.turtle2";"1696844091.522088728";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.225977])";"30";"turtlesim1.turtle1";"1696844091.509680675";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.028372])";"30";"turtlesim1.turtle2";"1696844091.506209878";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=1.028372])";"30";"turtlesim1.turtle3";"1696844091.505439251";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.196816])";"30";"turtlesim1.turtle1";"1696844091.493778375";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.999647])";"30";"turtlesim1.turtle2";"1696844091.490456933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.999647])";"30";"turtlesim1.turtle3";"1696844091.489927946";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.167655])";"30";"turtlesim1.turtle1";"1696844091.477307232";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.970922])";"30";"turtlesim1.turtle3";"1696844091.474191666";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.970922])";"30";"turtlesim1.turtle2";"1696844091.473969558";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.138493])";"30";"turtlesim1.turtle1";"1696844091.461444678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.942197])";"30";"turtlesim1.turtle3";"1696844091.458339662";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.942197])";"30";"turtlesim1.turtle2";"1696844091.458263963";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.109332])";"30";"turtlesim1.turtle1";"1696844091.445469028";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.913473])";"30";"turtlesim1.turtle3";"1696844091.441656520";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.913473])";"30";"turtlesim1.turtle2";"1696844091.441569364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.080171])";"30";"turtlesim1.turtle1";"1696844091.429735744";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.884748])";"30";"turtlesim1.turtle2";"1696844091.425980861";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.884748])";"30";"turtlesim1.turtle3";"1696844091.425998625";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.051009])";"30";"turtlesim1.turtle1";"1696844091.413306115";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.856023])";"30";"turtlesim1.turtle3";"1696844091.410254365";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.856023])";"30";"turtlesim1.turtle2";"1696844091.410140359";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=1.021848])";"30";"turtlesim1.turtle1";"1696844091.397521419";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.827298])";"30";"turtlesim1.turtle2";"1696844091.394414345";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.827298])";"30";"turtlesim1.turtle3";"1696844091.394325651";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=0.992687])";"30";"turtlesim1.turtle1";"1696844091.380854553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.798573])";"30";"turtlesim1.turtle3";"1696844091.378432152";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.798573])";"30";"turtlesim1.turtle2";"1696844091.378455707";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=0.963525])";"30";"turtlesim1.turtle1";"1696844091.365527999";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.769849])";"30";"turtlesim1.turtle3";"1696844091.362255871";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.769849])";"30";"turtlesim1.turtle2";"1696844091.362296373";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=0.934364])";"30";"turtlesim1.turtle1";"1696844091.349188196";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.741124])";"30";"turtlesim1.turtle3";"1696844091.346413344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.741124])";"30";"turtlesim1.turtle2";"1696844091.346403385";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=0.905203])";"30";"turtlesim1.turtle1";"1696844091.333269925";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.712399])";"30";"turtlesim1.turtle3";"1696844091.330478812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.712399])";"30";"turtlesim1.turtle2";"1696844091.330495113";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=0.876042])";"30";"turtlesim1.turtle1";"1696844091.317005335";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.683674])";"30";"turtlesim1.turtle2";"1696844091.313504031";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=0.683674])";"30";"turtlesim1.turtle3";"1696844091.313467761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.846880])";"30";"turtlesim1.turtle1";"1696844090.533014664";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.654949])";"30";"turtlesim1.turtle2";"1696844090.530090548";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.654949])";"30";"turtlesim1.turtle3";"1696844090.530048848";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.859034])";"30";"turtlesim1.turtle1";"1696844090.517255716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.668044])";"30";"turtlesim1.turtle2";"1696844090.514454434";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.668044])";"30";"turtlesim1.turtle3";"1696844090.513549852";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.871188])";"30";"turtlesim1.turtle1";"1696844090.501306987";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.681139])";"30";"turtlesim1.turtle2";"1696844090.498051240";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.681139])";"30";"turtlesim1.turtle3";"1696844090.497664919";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.883342])";"30";"turtlesim1.turtle1";"1696844090.485747805";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.694234])";"30";"turtlesim1.turtle3";"1696844090.481705044";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.694234])";"30";"turtlesim1.turtle2";"1696844090.481651934";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.895496])";"30";"turtlesim1.turtle1";"1696844090.468977848";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.707329])";"30";"turtlesim1.turtle3";"1696844090.465544763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.707329])";"30";"turtlesim1.turtle2";"1696844090.465589929";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.907650])";"30";"turtlesim1.turtle1";"1696844090.453235904";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.720424])";"30";"turtlesim1.turtle3";"1696844090.450341144";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.720424])";"30";"turtlesim1.turtle2";"1696844090.450430714";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.919804])";"30";"turtlesim1.turtle1";"1696844090.437470374";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.733519])";"30";"turtlesim1.turtle2";"1696844090.434399609";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.733519])";"30";"turtlesim1.turtle3";"1696844090.434036217";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.931958])";"30";"turtlesim1.turtle1";"1696844090.421767634";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.746613])";"30";"turtlesim1.turtle3";"1696844090.418229098";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029198, y=0.746613])";"30";"turtlesim1.turtle2";"1696844090.417515219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.029602, y=0.944112])";"30";"turtlesim1.turtle1";"1696844090.404882367";"./src/turtle.cpp:update:260"
